branch,congressID,ideology_score,page,part,speaker,year,sentence,sentence_raw,sentence_unclean
House,95,0.401,28,12,Mr. STOCKMAN.,1977,third thing notic show contend alleg ballot contain distinguish mark number sequenti order ballot contain line check mark prohibit elect act illinoi," The  third  thing  that  the  notice  showed, or contended, or alleged, was  that there were 611 ballots containing  distinguishing marks, numbers, some of  them in sequential order;  these ballots  also contained lines, checks, and all of  these marks, again, are prohibited by the  election act in Illinois"," The  third  thing  that  the  notice  showed, or contended, or alleged, was  that there were 611 ballots containing  distinguishing marks, numbers, some of  them in sequential order;  these ballots  also contained lines, checks, and all of  these marks, again, are prohibited by the  election act in Illinois"
,98,0.319,158,3,Mr. CORCORAN.,1983,chicago tribun feb," [From the Chicago Tribune, Feb"," [From the Chicago Tribune, Feb"
Senate,104,0.262,990,14,Mr. WARNER.,1995,exercis sovereign right nation request unit nation secur council departur unprofor bosnia herzegovina,"in  exercise of its sovereign rights as a nation,  of a request to the United Nations Security  Council  for  the departure of UNPROFOR  from Bosnia and Herzegovina","in  exercise of its sovereign rights as a nation,  of a request to the United Nations Security  Council  for  the departure of UNPROFOR  from Bosnia and Herzegovina"
House,102,-0.35700000000000004,882,22,Mr. JONTZ.,1991,forest cours produc timber part reason controversi protect forest," These  forests  of  course produce timber, which is part of  the reason that we have a controversy  over protecting the forests"," These  forests  of  course produce timber, which is part of  the reason that we have a controversy  over protecting the forests"
,94,-0.516,586,15,Mr. FORD of Michigan.,1976,combin curricular admin istr innov emphasi turn doctor deal broad rang human person feel ing well nonmed factor af fect health becom model school," Its combination of curricular and admin istrative  innovations and  its emphasis on  turning out doctors who can deal with the  broad range of human personalities and feel ings as well as the ""nonmedical"" factors af fecting health is becoming a model for other  schools"," Its combination of curricular and admin istrative  innovations and  its emphasis on  turning out doctors who can deal with the  broad range of human personalities and feel ings as well as the ""nonmedical"" factors af fecting health is becoming a model for other  schools"
Senate,102,-0.387,145,1,Mr. CRANSTON.,1992,johnson hand deliv letter presid bush echo sentiment mani expert feder aid ef fort dont feel told presid," Johnson's hand-delivered  letter  to  President Bush echoed the sentiments  of many experts in Federal AIDS ef forts:  ""I don't  feel  you  have  been  there,"" he told the President"," Johnson's hand-delivered  letter  to  President Bush echoed the sentiments  of many experts in Federal AIDS ef forts:  ""I don't  feel  you  have  been  there,"" he told the President"
,104,-0.303,977,9,Mr. KANJORSKI.,1995,club join bloomsburg berwick found columbia montour boy scout coun cil,The  club  joined with Bloomsburg and Berwick to  found the Columbia-Montour Boy Scout Coun cil  in 1924,The  club  joined with Bloomsburg and Berwick to  found the Columbia-Montour Boy Scout Coun cil  in 1924
,108,0.6609999999999999,233,2004-09-08,Mr. ROYCE.,2004,today rich heap film intern recogn firm sever award win film credit,"Today, Rich-Heape Films is an  internationally  recognized  firm with  several  award-winning films to its credit","Today, Rich-Heape Films is an  internationally  recognized  firm with  several  award-winning films to its credit"
,94,-0.506,160,2,Mr. BROWN of California.,1976,hope congress look pro gram current book program administr intend fund decid fund program maxim energi conserv creat mani thousand new job,"My hope  is that this Congress will look at the pro grams currently on the books, and the  programs the administration intends to  fund, and decide to fund those programs  which maximize  energy  conservation  while creating many thousands of new  jobs","My hope  is that this Congress will look at the pro grams currently on the books, and the  programs the administration intends to  fund, and decide to fund those programs  which maximize  energy  conservation  while creating many thousands of new  jobs"
Senate,102,-0.212,1198,3,Mr. BAUCUS.,1991,econ omi billion next year,econ omy by $400 billion over the next 10  years,econ omy by $400 billion over the next 10  years
Senate,114,-0.42,50,2015-04-28,Mr. BLUMENTHAL.,2015,let briefli mention anoth tool think import encourag veteran make inform higher educ choic va gi bill comparison tool," Let me briefly mention another tool  that I think is very important because  it encourages veterans  to make  informed higher education choices, and  that  is the VA’s GI bill comparison  tool"," Let me briefly mention another tool  that I think is very important because  it encourages veterans  to make  informed higher education choices, and  that  is the VA’s GI bill comparison  tool"
House,104,0.17600000000000002,303,3,Mr. CLINGER.,1995,pleas vote ye final passag hr," Please vote ""yes"" on final passage of  H.R"," Please vote ""yes"" on final passage of  H.R"
House,113,-0.5429999999999999,36,2013-02-14,Mr. ELLISON.,2013,want hit thing need touch,But I just want to hit a  few things that need to be touched on,But I just want to hit a  few things that need to be touched on
Senate,99,0.261,444,3,Mr. KASTEN.,1985,long must peopl wi consin wait highway fund contribut toward rightli f allur congress act decis inter state fund result loss million congression record figur use senat dole feb ruari wisconsin alon jeopard close crucial highway project design state constuct repair," How long must the people of Wis consin wait for highway  funds  that  they  have  contributed  toward  and  which are rightly theirs? The f allure  of Congress to act decisively on inter state funding has resulted in the loss  of $96 million (CONGRESSIONAL RECORD  figures used by Senator DoLE on Feb ruary 20,  1985)  to Wisconsin alone,  and has jeopardized close to 60 crucial  highway projects now designated  in  my State for const!""uction and repairs"," How long must the people of Wis consin wait for highway  funds  that  they  have  contributed  toward  and  which are rightly theirs? The f allure  of Congress to act decisively on inter state funding has resulted in the loss  of $96 million (CONGRESSIONAL RECORD  figures used by Senator DoLE on Feb ruary 20,  1985)  to Wisconsin alone,  and has jeopardized close to 60 crucial  highway projects now designated  in  my State for const!""uction and repairs"
,93,-0.46799999999999997,784,13,Mr. LEGGETT.,1974,initi persuad author mcclellan delay order gen eral dynam corpor new wing tank f,"Through his own  initiative, he persuaded authorities at  McClellan to delay their order from Gen eral Dynamics Corporation for 1,306 new  wing tanks of the F-111","Through his own  initiative, he persuaded authorities at  McClellan to delay their order from Gen eral Dynamics Corporation for 1,306 new  wing tanks of the F-111"
